# Data taken from Figs. 10.1 and 10.3 of 40 years of evolution: Darwin's finches on Daphne Major Island by Grant and Grant. Accessed from the Dryad repository, http://dx.doi.org/10.5061/dryad.g6g3h, and munged into this CSV file.
16197,fortis,10.7,9.2,1991
16301,fortis,10.4,9.1,1991
16306,fortis,11.3,10.2,1991
16309,fortis,10.9,8.6,1991
16310,fortis,11.0,9.0,1991
16315,fortis,10.9,8.8,1991
16316,fortis,10.8,8.1,1991
16317,fortis,10.2,8.2,1991
16319,fortis,10.8,9.0,1991
16331,fortis,10.9,9.8,1991
16333,fortis,10.2,9.1,1991
16336,fortis,12.5,9.9,1991
16337,fortis,11.3,9.2,1991
16341,fortis,10.3,9.5,1991
16344,fortis,9.4,8.5,1991
16356,fortis,11.05,9.4,1991
16360,fortis,10.7,9.4,1991
16367,fortis,9.7,8.6,1991
16374,fortis,10.6,9.0,1991
16378,fortis,11.55,9.8,1991
16380,fortis,11.0,9.2,1991
16385,fortis,10.8,8.8,1991
16386,fortis,9.53,8.27,1991
16387,fortis,11.9,10.3,1991
16391,fortis,10.6,9.2,1991
16394,fortis,10.8,9.6,1991
16395,fortis,11.05,9.8,1991
16396,fortis,12.5,10.3,1991
16398,fortis,12.1,9.8,1991
16507,fortis,10.9,10.1,1991
16511,fortis,10.7,9.3,1991
16514,fortis,10.8,9.5,1991
16518,fortis,12.0,10.0,1991
16531,fortis,11.65,9.95,1991
16549,fortis,10.6,9.0,1991
16550,fortis,10.75,9.05,1991
16551,fortis,11.1,9.0,1991
16553,fortis,10.9,9.2,1991
16554,fortis,10.9,10.4,1991
16559,fortis,11.3,9.9,1991
16560,fortis,11.6,9.6,1991
16564,fortis,12.1,10.3,1991
16565,fortis,12.1,10.0,1991
16566,fortis,12.0,10.2,1991
16575,fortis,11.6,10.5,1991
16579,fortis,11.8,10.4,1991
16580,fortis,11.3,9.3,1991
16583,fortis,10.3,8.5,1991
16590,fortis,9.6,7.7,1991
16594,fortis,11.5,9.9,1991
16595,fortis,11.9,10.3,1991
16596,fortis,11.8,10.5,1991
16597,fortis,10.1,8.8,1991
16598,fortis,9.9,8.8,1991
16803,fortis,12.1,9.85,1991
16805,fortis,11.3,9.5,1991
16807,fortis,9.7,7.5,1991
16808,fortis,11.15,9.45,1991
16810,fortis,10.65,9.1,1991
16811,fortis,9.9,7.5,1991
16815,fortis,10.3,8.9,1991
16816,fortis,11.4,9.8,1991
16817,fortis,11.7,9.7,1991
16818,fortis,11.3,10.1,1991
16833,fortis,11.8,9.4,1991
16834,fortis,11.55,9.0,1991
16836,fortis,12.3,9.9,1991
16840,fortis,10.9,9.0,1991
16851,fortis,10.3,8.6,1991
16858,fortis,11.5,9.4,1991
16859,fortis,10.4,8.65,1991
16861,fortis,10.1,8.7,1991
16869,fortis,11.75,9.65,1991
16875,fortis,10.1,8.1,1991
16889,fortis,9.55,7.8,1991
16891,fortis,9.7,8.0,1991
16895,fortis,10.0,8.3,1991
17010,fortis,11.3,8.9,1991
17013,fortis,11.0,9.3,1991
17014,fortis,10.0,8.2,1991
17033,fortis,10.6,9.3,1991
17037,fortis,10.77,9.03,1991
17048,fortis,10.0,8.3,1991
17057,fortis,12.3,10.1,1991
17061,fortis,10.7,10.0,1991
17063,fortis,9.85,8.6,1991
17067,fortis,10.8,9.1,1991
17070,fortis,10.6,9.2,1991
17073,fortis,10.6,8.53,1991
17075,fortis,10.7,9.0,1991
17083,fortis,10.4,9.6,1991
17095,fortis,10.7,8.9,1991
17109,fortis,10.0,9.0,1991
17111,fortis,9.7,8.7,1991
17113,fortis,9.7,8.6,1991
17114,fortis,10.5,8.6,1991
17116,fortis,10.7,9.3,1991
17136,fortis,11.0,9.1,1991
17145,fortis,11.0,9.9,1991
17160,fortis,10.9,9.3,1991
17168,fortis,10.7,8.3,1991
17179,fortis,9.73,8.37,1991
17188,fortis,9.0,7.9,1991
17301,fortis,9.4,9.2,1991
17307,fortis,8.8,8.0,1991
17310,fortis,8.9,7.9,1991
17311,fortis,10.8,8.7,1991
17315,fortis,11.3,9.0,1991
17344,fortis,10.6,9.6,1991
17360,fortis,11.1,9.8,1991
17367,fortis,12.0,10.2,1991
17369,fortis,13.0,11.2,1991
17379,fortis,10.6,8.6,1991
17380,fortis,11.85,9.2,1991
17381,fortis,10.9,8.5,1991
17384,fortis,11.5,10.3,1991
17386,fortis,11.1,9.9,1991
17388,fortis,11.9,10.2,1991
17395,fortis,11.7,10.0,1991
17403,fortis,9.7,8.0,1991
17410,fortis,11.8,10.4,1991
17411,fortis,10.0,9.1,1991
17415,fortis,10.13,8.7,1991
17416,fortis,10.7,9.1,1991
17418,fortis,10.8,8.9,1991
17419,fortis,10.6,9.0,1991
17436,fortis,10.7,8.3,1991
17439,fortis,11.4,9.7,1991
17440,fortis,11.1,9.2,1991
17443,fortis,11.0,8.8,1991
17460,fortis,11.47,10.0,1991
17461,fortis,10.2,9.0,1991
17464,fortis,11.0,9.7,1991
17466,fortis,10.6,9.6,1991
17467,fortis,11.7,9.5,1991
17468,fortis,10.7,8.8,1991
17480,fortis,9.8,7.5,1991
17483,fortis,10.1,7.8,1991
17485,fortis,10.9,9.0,1991
17490,fortis,10.7,9.9,1991
17491,fortis,10.6,8.9,1991
17493,fortis,11.6,10.5,1991
17494,fortis,11.9,10.7,1991
17496,fortis,12.4,10.0,1991
17497,fortis,11.0,9.0,1991
17498,fortis,10.6,9.7,1991
17500,fortis,10.0,8.9,1991
17503,fortis,9.8,7.9,1991
17534,fortis,10.15,8.95,1991
17551,fortis,9.3,7.7,1991
17559,fortis,11.8,9.8,1991
17568,fortis,10.8,8.9,1991
17573,fortis,9.9,9.0,1991
17583,fortis,9.9,8.4,1991
17589,fortis,11.5,10.4,1991
17603,fortis,10.5,9.17,1991
17605,fortis,11.2,9.1,1991
17615,fortis,12.4,9.4,1991
17617,fortis,10.1,8.2,1991
17618,fortis,10.85,8.1,1991
17634,fortis,10.75,8.85,1991
17638,fortis,8.9,6.9,1991
17639,fortis,10.0,8.9,1991
17641,fortis,11.2,9.5,1991
17643,fortis,11.0,8.7,1991
17646,fortis,12.3,9.9,1991
17647,fortis,11.6,10.2,1991
17648,fortis,11.1,9.4,1991
17649,fortis,11.7,10.6,1991
17653,fortis,11.0,8.4,1991
17654,fortis,10.8,8.6,1991
17656,fortis,9.5,8.2,1991
17659,fortis,10.8,8.8,1991
17664,fortis,10.5,9.2,1991
17665,fortis,9.5,8.1,1991
17666,fortis,11.7,10.5,1991
17668,fortis,11.0,9.5,1991
17677,fortis,10.6,9.0,1991
17693,fortis,10.5,8.8,1991
17696,fortis,11.1,10.1,1991
17697,fortis,10.9,9.6,1991
17698,fortis,10.7,9.6,1991
17699,fortis,10.8,9.5,1991
17717,fortis,11.55,9.65,1991
17733,fortis,10.7,9.4,1991
17734,fortis,11.3,10.0,1991
17735,fortis,10.6,8.8,1991
17738,fortis,10.4,9.9,1991
17740,fortis,10.7,8.7,1991
17754,fortis,9.8,9.0,1991
17759,fortis,11.6,9.7,1991
17768,fortis,10.1,8.4,1991
17771,fortis,11.7,9.8,1991
17786,fortis,11.7,9.6,1991
17791,fortis,10.8,9.8,1991
17797,fortis,10.3,8.5,1991
17798,fortis,10.65,8.85,1991
17800,fortis,10.8,8.9,1991
17803,fortis,10.7,9.2,1991
17907,fortis,10.7,9.0,1991
17908,fortis,10.2,8.8,1991
17916,fortis,9.7,7.4,1991
17934,fortis,10.4,8.7,1991
17936,fortis,11.5,9.0,1991
17940,fortis,11.1,9.8,1991
17954,fortis,10.3,9.2,1991
17955,fortis,11.5,10.0,1991
17964,fortis,10.9,9.5,1991
17969,fortis,9.9,8.8,1991
17971,fortis,10.8,8.8,1991
17974,fortis,10.1,9.0,1991
17983,fortis,10.9,9.0,1991
17986,fortis,11.2,9.0,1991
17991,fortis,12.7,10.65,1991
17993,fortis,11.8,10.5,1991
17999,fortis,11.5,9.5,1991
2760,scandens,14.2,9.25,1991
3425,scandens,14.9,8.8,1991
4090,scandens,14.95,9.26,1991
4137,scandens,15.8,10.0,1991
4223,scandens,15.07,8.77,1991
4683,scandens,13.6,9.13,1991
4706,scandens,14.8,9.5,1991
4778,scandens,13.7,9.3,1991
5351,scandens,13.6,8.95,1991
5582,scandens,15.07,8.87,1991
5608,scandens,15.8,9.7,1991
5656,scandens,14.9,9.7,1991
10001,scandens,13.43,8.41,1991
10002,scandens,14.64,9.21,1991
10061,scandens,15.2,9.6,1991
10105,scandens,14.9,9.4,1991
10174,scandens,15.2,9.25,1991
10206,scandens,13.43,9.3,1991
10223,scandens,15.2,9.8,1991
10268,scandens,14.53,9.43,1991
10394,scandens,12.07,9.0,1991
10740,scandens,14.75,9.3,1991
13256,scandens,15.35,9.85,1991
13257,scandens,14.47,9.62,1991
13548,scandens,14.3,9.0,1991
14208,scandens,12.73,9.52,1991
14524,scandens,15.3,9.9,1991
14576,scandens,13.8,8.6,1991
14584,scandens,15.04,9.21,1991
14646,scandens,14.3,9.38,1991
14728,scandens,14.29,9.37,1991
14731,scandens,14.04,9.02,1991
14755,scandens,13.6,8.9,1991
14758,scandens,13.84,8.91,1991
14759,scandens,14.04,9.06,1991
14786,scandens,13.7,8.4,1991
14830,scandens,14.7,8.7,1991
14834,scandens,13.75,8.7,1991
14835,scandens,14.09,8.91,1991
14847,scandens,15.3,10.1,1991
14877,scandens,15.2,10.27,1991
14946,scandens,14.9,9.65,1991
14975,scandens,13.95,9.28,1991
14995,scandens,14.2,9.2,1991
15235,scandens,14.04,7.96,1991
15237,scandens,13.0,8.3,1991
15406,scandens,14.2,8.9,1991
15419,scandens,14.9,8.6,1991
15441,scandens,14.6,9.1,1991
15476,scandens,13.6,8.6,1991
15615,scandens,14.63,9.37,1991
15638,scandens,14.35,9.2,1991
15639,scandens,14.2,9.1,1991
15658,scandens,14.45,9.85,1991
15685,scandens,13.84,9.02,1991
15694,scandens,13.14,9.51,1991
15704,scandens,12.34,8.81,1991
15718,scandens,10.75,7.77,1991
15721,scandens,11.89,8.96,1991
15725,scandens,11.5,8.8,1991
15736,scandens,15.0,9.1,1991
15760,scandens,14.34,9.01,1991
15765,scandens,13.85,8.9,1991
15798,scandens,13.15,8.4,1991
15812,scandens,14.85,9.25,1991
15817,scandens,14.77,9.73,1991
15837,scandens,14.45,9.2,1991
15859,scandens,14.57,8.95,1991
15901,scandens,14.5,8.7,1991
15986,scandens,14.17,8.72,1991
16100,scandens,14.3,9.6,1991
16109,scandens,14.0,9.3,1991
16113,scandens,14.9,10.4,1991
16183,scandens,14.0,8.9,1991
16195,scandens,11.8,9.3,1991
16568,scandens,12.15,8.4,1991
16569,scandens,12.7,8.6,1991
16585,scandens,13.7,8.9,1991
16600,scandens,15.0,10.1,1991
16873,scandens,14.4,8.9,1991
17001,scandens,12.8,8.8,1991
17004,scandens,14.05,9.25,1991
17099,scandens,13.3,8.6,1991
17140,scandens,13.1,8.7,1991
17143,scandens,12.9,8.4,1991
17153,scandens,14.8,9.5,1991
17176,scandens,14.15,8.65,1991
17305,scandens,14.4,9.0,1991
17353,scandens,14.6,9.0,1991
17374,scandens,13.0,8.5,1991
17474,scandens,14.6,9.75,1991
17475,scandens,13.8,9.1,1991
17504,scandens,13.9,9.3,1991
17505,scandens,13.6,8.6,1991
17548,scandens,13.9,9.0,1991
17658,scandens,14.3,9.1,1991
17673,scandens,14.7,8.2,1991
17674,scandens,13.5,8.1,1991
17685,scandens,14.0,9.4,1991
17764,scandens,13.1,9.0,1991
17779,scandens,12.9,8.8,1991
17788,scandens,14.6,10.1,1991
17795,scandens,13.3,8.8,1991
17901,scandens,14.8,9.5,1991
17915,scandens,11.8,8.3,1991
17930,scandens,12.8,8.7,1991
17939,scandens,12.6,8.6,1991
17947,scandens,11.8,7.9,1991
17950,scandens,10.3,8.7,1991
17953,scandens,11.1,9.5,1991
17956,scandens,13.7,9.0,1991
17963,scandens,13.8,8.9,1991
19022,fortis,10.0,8.5,2012
19028,fortis,12.5,8.9,2012
19032,fortis,9.3,7.5,2012
19041,fortis,10.3,9.6,2012
19044,fortis,11.0,9.2,2012
19048,fortis,10.1,8.2,2012
19072,fortis,9.6,7.8,2012
19082,fortis,10.9,8.6,2012
19104,fortis,10.3,8.4,2012
19114,fortis,9.8,7.7,2012
19121,fortis,10.1,8.0,2012
19126,fortis,10.4,8.7,2012
19146,fortis,9.6,8.1,2012
19164,fortis,10.6,8.8,2012
19174,fortis,10.6,9.4,2012
19203,fortis,11.9,10.0,2012
19210,fortis,11.3,9.6,2012
19217,fortis,11.3,9.6,2012
19224,fortis,9.7,8.1,2012
19226,fortis,9.7,7.5,2012
19252,fortis,10.1,8.4,2012
19263,fortis,10.0,7.9,2012
19274,fortis,10.0,8.3,2012
19280,fortis,10.0,8.9,2012
19288,fortis,11.5,9.1,2012
19328,fortis,9.5,7.7,2012
19349,fortis,11.2,8.3,2012
19362,fortis,10.7,8.6,2012
19372,fortis,10.0,8.4,2012
19382,fortis,9.8,7.7,2012
19384,fortis,10.9,9.1,2012
19392,fortis,9.2,7.7,2012
19394,fortis,10.2,9.0,2012
19422,fortis,11.3,10.2,2012
19439,fortis,10.3,8.1,2012
19461,fortis,10.7,8.6,2012
19482,fortis,10.0,8.4,2012
19502,fortis,9.7,8.1,2012
19511,fortis,9.9,8.0,2012
19536,fortis,10.7,8.3,2012
19563,fortis,11.0,10.3,2012
19568,fortis,9.7,8.0,2012
19602,fortis,10.5,8.8,2012
19604,fortis,11.7,9.0,2012
19614,fortis,10.8,9.3,2012
19623,fortis,9.1,7.6,2012
19627,fortis,10.9,8.2,2012
19642,fortis,12.2,10.0,2012
19649,fortis,10.9,8.2,2012
19654,fortis,10.7,8.2,2012
19674,fortis,10.4,8.3,2012
19682,fortis,9.7,7.8,2012
19712,fortis,10.3,8.0,2012
19734,fortis,9.8,8.4,2012
19746,fortis,10.6,9.3,2012
19749,fortis,10.5,8.9,2012
19774,fortis,12.5,9.7,2012
19782,fortis,9.2,7.6,2012
19815,fortis,10.1,9.0,2012
19820,fortis,10.6,8.6,2012
19821,fortis,11.5,8.9,2012
19829,fortis,10.8,8.6,2012
19832,fortis,10.5,8.8,2012
19835,fortis,10.1,8.5,2012
19840,fortis,10.7,9.2,2012
19849,fortis,9.6,8.0,2012
19874,fortis,10.7,9.4,2012
19878,fortis,10.1,7.7,2012
19889,fortis,10.0,8.4,2012
19914,fortis,10.0,8.5,2012
19921,fortis,10.4,9.0,2012
19922,fortis,10.4,9.0,2012
19928,fortis,11.7,9.3,2012
19932,fortis,10.6,8.7,2012
19942,fortis,11.5,8.1,2012
19946,fortis,10.7,8.7,2012
19947,fortis,10.4,7.9,2012
19952,fortis,10.1,7.7,2012
19974,fortis,10.8,8.4,2012
19993,fortis,11.5,9.25,2012
19994,fortis,11.1,8.1,2012
21049,fortis,9.9,8.3,2012
21052,fortis,10.5,8.5,2012
21080,fortis,12.2,9.9,2012
21082,fortis,10.9,8.4,2012
21087,fortis,12.9,9.9,2012
21088,fortis,9.7,7.2,2012
21089,fortis,9.7,8.2,2012
21090,fortis,10.0,8.2,2012
21129,fortis,10.1,8.3,2012
21160,fortis,10.2,8.4,2012
21161,fortis,9.6,7.5,2012
21162,fortis,9.9,8.2,2012
21165,fortis,10.6,8.6,2012
21169,fortis,9.8,8.2,2012
21191,fortis,11.1,8.8,2012
21244,fortis,10.0,8.5,2012
21247,fortis,10.9,8.1,2012
21249,fortis,10.0,8.3,2012
21258,fortis,10.6,8.5,2012
21259,fortis,10.7,8.1,2012
21261,fortis,9.4,7.3,2012
21262,fortis,10.1,8.0,2012
21265,fortis,11.8,10.2,2012
21266,fortis,12.2,11.1,2012
21272,fortis,12.9,9.9,2012
21273,fortis,10.1,8.7,2012
21276,fortis,10.1,8.3,2012
21277,fortis,9.0,7.8,2012
21282,fortis,11.7,9.9,2012
21283,fortis,10.9,10.3,2012
21287,fortis,10.4,8.4,2012
21293,fortis,12.7,8.7,2012
21294,fortis,10.5,9.8,2012
21296,fortis,9.6,8.7,2012
21298,fortis,10.6,9.0,2012
21299,fortis,10.4,7.8,2012
21341,fortis,10.5,8.5,2012
21343,fortis,10.1,8.2,2012
21349,fortis,10.6,9.2,2012
22000,fortis,10.6,9.0,2012
19026,scandens,14.3,9.4,2012
19028,scandens,12.5,8.9,2012
19029,scandens,13.7,9.5,2012
19094,scandens,13.8,11.0,2012
19122,scandens,12.0,8.7,2012
19125,scandens,13.0,8.4,2012
19129,scandens,13.0,9.1,2012
19172,scandens,13.6,8.7,2012
19182,scandens,12.8,10.2,2012
19212,scandens,13.6,9.6,2012
19214,scandens,12.95,8.85,2012
19244,scandens,13.1,8.8,2012
19251,scandens,13.4,9.5,2012
19260,scandens,13.9,9.2,2012
19270,scandens,12.3,9.0,2012
19278,scandens,14.0,9.8,2012
19289,scandens,12.5,9.3,2012
19299,scandens,12.3,9.0,2012
19312,scandens,13.9,10.2,2012
19326,scandens,13.1,7.7,2012
19343,scandens,12.5,9.0,2012
19374,scandens,13.9,9.5,2012
19401,scandens,13.7,9.4,2012
19406,scandens,12.0,8.0,2012
19408,scandens,14.4,8.9,2012
19426,scandens,13.5,9.4,2012
19430,scandens,13.8,9.5,2012
19433,scandens,13.0,8.0,2012
19438,scandens,14.9,10.0,2012
19452,scandens,12.5,8.95,2012
19466,scandens,12.3,8.2,2012
19469,scandens,12.8,8.8,2012
19486,scandens,13.4,9.2,2012
19492,scandens,13.8,9.4,2012
19493,scandens,13.5,9.5,2012
19494,scandens,13.5,8.1,2012
19495,scandens,13.4,9.5,2012
19496,scandens,12.3,8.4,2012
19497,scandens,14.35,9.3,2012
19510,scandens,13.2,9.3,2012
19513,scandens,13.8,9.6,2012
19518,scandens,14.6,9.2,2012
19526,scandens,14.3,10.0,2012
19527,scandens,13.8,8.9,2012
19528,scandens,13.6,10.5,2012
19543,scandens,12.9,8.9,2012
19553,scandens,13.0,8.6,2012
19554,scandens,13.5,8.8,2012
19573,scandens,13.2,9.15,2012
19592,scandens,13.7,9.5,2012
19594,scandens,13.1,9.1,2012
19597,scandens,13.2,10.2,2012
19598,scandens,12.6,8.4,2012
19599,scandens,13.0,10.0,2012
19619,scandens,13.9,10.2,2012
19622,scandens,13.2,9.3,2012
19652,scandens,15.0,10.8,2012
19653,scandens,13.37,8.3,2012
19664,scandens,11.4,7.8,2012
19692,scandens,13.8,9.8,2012
19720,scandens,13.0,7.9,2012
19740,scandens,13.0,8.9,2012
19747,scandens,13.1,7.7,2012
19766,scandens,12.8,8.9,2012
19783,scandens,13.3,9.4,2012
19844,scandens,13.5,9.4,2012
19848,scandens,12.4,8.5,2012
19852,scandens,13.1,8.5,2012
19854,scandens,14.0,9.6,2012
19855,scandens,13.5,10.2,2012
19868,scandens,11.8,8.8,2012
19882,scandens,13.7,9.5,2012
19900,scandens,13.2,9.3,2012
19910,scandens,12.2,9.0,2012
19936,scandens,13.0,9.2,2012
19940,scandens,13.1,8.7,2012
19941,scandens,14.7,9.0,2012
19951,scandens,13.7,9.1,2012
19955,scandens,13.5,8.7,2012
19956,scandens,13.3,9.4,2012
21040,scandens,14.1,9.8,2012
21041,scandens,12.5,8.6,2012
21045,scandens,13.7,10.6,2012
21047,scandens,14.6,9.0,2012
21053,scandens,14.1,9.5,2012
21057,scandens,12.9,8.1,2012
21070,scandens,13.9,9.3,2012
21081,scandens,13.4,9.6,2012
21092,scandens,13.0,8.5,2012
21093,scandens,12.7,8.2,2012
21106,scandens,12.1,8.0,2012
21109,scandens,14.0,9.5,2012
21111,scandens,14.9,9.7,2012
21113,scandens,13.9,9.9,2012
21131,scandens,12.9,9.1,2012
21135,scandens,14.6,9.5,2012
21136,scandens,14.0,9.8,2012
21159,scandens,13.0,8.4,2012
21167,scandens,12.7,8.3,2012
21176,scandens,14.0,9.6,2012
21248,scandens,14.1,9.4,2012
21253,scandens,14.1,10.0,2012
21255,scandens,13.0,8.9,2012
21256,scandens,13.5,9.1,2012
21257,scandens,13.4,9.8,2012
21260,scandens,13.9,9.3,2012
21263,scandens,13.1,9.9,2012
21267,scandens,12.9,8.9,2012
21268,scandens,14.0,8.5,2012
21270,scandens,14.0,10.6,2012
21271,scandens,14.1,9.3,2012
21278,scandens,14.7,8.9,2012
21279,scandens,13.4,8.9,2012
21280,scandens,13.8,9.7,2012
21281,scandens,13.4,9.8,2012
21285,scandens,13.8,10.5,2012
21286,scandens,12.4,8.4,2012
21288,scandens,14.1,10.0,2012
21289,scandens,12.9,9.0,2012
21290,scandens,13.9,8.7,2012
21291,scandens,14.3,8.8,2012
21292,scandens,13.2,8.4,2012
21295,scandens,14.2,9.3,2012
21297,scandens,13.0,9.8,2012
21340,scandens,14.6,8.9,2012
21342,scandens,13.1,9.8,2012
21347,scandens,15.2,9.1,2012
